,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,set(), Folk/Acoustic,hip hop,Dance/Electronic, jazz, metal,pop,R&B,latin,country,Folk/Acoustic, Dance/Electronic,World/Traditional, R&B,metal, hip hop, blues, classical, pop, country, easy listening,easy listening, latin,rock, rock,cat,cluster
52,Kelis,Milkshake,0.18759733366384118,0.0,2003,0.7640449438202247,0.888888888888889,0.7616777883698761,0.09090909090909091,0.7138057120268801,1.0,0.03744573082489147,0.010082985239053883,0.03512690355329949,0.22188815393866507,0.771098513209969,0.351046197093455,"pop, R&B, Dance/Electronic",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,2
53,Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),0.4611662256901597,0.0,2003,0.6179775280898876,0.6312056737588653,0.4343819510645059,0.7272727272727273,0.5337978061073229,0.0,0.015376266280752535,0.5686390551945285,0.0018578680203045685,0.12447384245339749,0.2576746176061611,0.45025591386443203,"pop, R&B",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
54,JUVENILE,Slow Motion,0.3642771308326104,1.0,2003,0.7191011235955056,0.6903073286052009,0.7193093951911874,0.0,0.7718153967783378,0.0,0.5459479015918959,0.5614667829531074,0.0,0.056764882742032466,0.9112204513851749,0.7482032990346877,"hip hop, pop",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2222222222222222,0
55,Will Young,Leave Right Now,0.27410506916415645,0.0,2003,0.6179775280898876,0.6052009456264775,0.4131977544751615,0.5454545454545454,0.5850380472378693,1.0,0.024602026049204057,0.14854882391129004,0.0,0.10402886349969932,0.36891646165365277,0.14527421236872812,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
56,Black Eyed Peas,Don't Phunk With My Heart,0.3415717803775334,0.0,2005,0.6966292134831461,0.6631205673758864,0.9247961021078276,0.45454545454545453,0.8772605988734063,0.0,0.06837916063675832,0.009580926182154403,0.0,0.6319903788334337,0.6053053802545727,0.46986050705420607,"hip hop, pop",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2222222222222222,5
57,Bobby V.,"Slow Down - 12"" Version",0.39247627618241876,0.0,2005,0.7303370786516854,0.5189125295508273,0.717190975532253,1.0,0.7717165727838718,0.0,0.14435600578871202,0.18338557479819276,4.994923857868021e-06,0.4564040889957907,0.6288373088030805,0.8355587673703193,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1111111111111111,3
58,Black Eyed Peas,Don't Lie,0.28560189251669155,0.0,2005,0.6853932584269663,0.6300236406619386,0.7733290964940155,0.8181818181818182,0.7518035378990019,1.0,0.2945007235890015,0.16391797871433536,0.0,0.06843054720384846,0.6053053802545727,0.19800838018457628,"hip hop, pop",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,5
59,Papa Roach,Scars,0.2565001374122313,0.0,2004,0.6741573033707865,0.38534278959810875,0.9258553119372949,1.0,0.85082518035379,1.0,0.04739507959479016,0.08963373049961638,0.0,0.24594107035478052,0.4769494063536207,0.19732550121990028,"rock, metal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1
60,Ryan Cabrera,True,0.24565265421155016,0.0,2004,0.6966292134831461,0.5543735224586288,0.36553331214913676,0.5454545454545454,0.5168494910564284,1.0,0.0016280752532561533,0.4702764644550385,0.0,0.15574263379434758,0.3539415980318751,0.24476901453272518,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
61,Toby Keith,As Good As I Once Was,0.309420012609593,0.0,2005,0.7528089887640449,0.6513002364066195,0.8633619319987289,0.45454545454545453,0.7932107915801956,1.0,0.029124457308248922,0.27252667265585556,0.0,0.1052315093205051,0.6502299711199059,0.39153495279516287,country,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
62,Bob Sinclar,Rock This Party - Everybody Dance Now,0.35691075749166096,0.0,2006,0.7752808988764045,0.9030732860520095,0.8135790700137697,0.45454545454545453,0.8304180254965905,0.0,0.17872648335745298,0.07313750434434776,0.0,0.035357787131689716,0.9240560487752701,0.4507664156147236,"pop, Dance/Electronic",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,2
63,Evanescence,Call Me When You're Sober,0.27403232151228896,0.0,2006,0.7303370786516854,0.3794326241134752,0.8771316597818027,0.6363636363636364,0.8113449945646802,1.0,0.052821997105644,0.0019578253998439312,0.0,0.32651834034876726,0.31008664028238314,0.2213787525193593,metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,9
64,Fall Out Boy,"Dance, Dance",0.18123865001912995,0.0,2005,0.8314606741573034,0.58274231678487,0.9597500264802457,1.0,0.855618144085384,0.0,0.2366136034732272,0.005339039456513899,0.0,0.07684906794948888,0.4395122472991764,0.3608849580990771,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8888888888888888,1
65,Leona Lewis,A Moment Like This,0.38877692336708464,0.0,2007,0.6404494382022472,0.15602836879432624,0.537125304522826,0.7272727272727273,0.8324439173831407,1.0,0.012481910274963821,0.43339049292772974,7.65482233502538e-06,0.13168971737823212,0.13787570863193926,0.06977299246844176,"pop, R&B",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,1
66,Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),0.32026749581027414,1.0,2005,0.47191011235955055,0.6560283687943264,0.8093422306959008,0.09090909090909091,0.8501334123925288,0.0,0.3885672937771346,0.26842823137504346,0.002,0.1100420926037282,0.22665525724676439,0.7954545454545454,"hip hop, pop, rock",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2222222222222222,0
67,KT Tunstall,Black Horse And The Cherry Tree,0.1599720864565427,0.0,2005,0.7191011235955056,0.7316784869976359,0.7743883063234828,0.36363636363636365,0.6288170767862437,0.0,0.07398697539797397,0.3360525125084428,0.0,0.3830426939266386,0.9401005455128891,0.2971120186697783,"World/Traditional, pop, Folk/Acoustic",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.8888888888888888,6
68,Akon,Smack That,0.2677113588722497,1.0,2006,0.651685393258427,0.958628841607565,0.7288422836563924,0.45454545454545453,0.7583753335309813,0.0,0.04395803183791607,0.32478179898620957,0.0,0.08346361996392061,0.9561450422505081,0.39095815211626184,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
69,Soulja Boy,Crank That (Soulja Boy),0.29350444299547884,0.0,2007,0.8314606741573034,0.7174940898345153,0.7256646541679906,0.0,0.9059195572685048,1.0,0.10021707670043417,0.5276546423864076,0.0,0.030426939266386052,0.8181623703069848,0.5312002758035429,"hip hop, pop",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,5
70,Keyshia Cole,Last Night,0.384500978051764,0.0,2007,0.6741573033707865,0.9326241134751774,0.8495922042156551,0.2727272727272727,0.7649965411601937,0.0,0.07073082489146167,0.1700656406355535,0.00030456852791878173,0.07696933253156946,0.9989303668841587,0.4043372759096213,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1111111111111111,3
71,My Chemical Romance,Teenagers,0.13180796775392972,0.0,2006,0.898876404494382,0.3947990543735225,0.8495922042156551,0.36363636363636365,0.8622887637118293,1.0,0.07235890014471782,0.05182560968412494,0.0,0.19542994588093807,0.8748529254465718,0.3422881086241647,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4444444444444444,1
72,Justin Timberlake,LoveStoned / I Think She Knows (Interlude),0.8927295457852166,1.0,2006,0.6404494382022472,0.8628841607565012,0.6631712742294249,0.09090909090909091,0.7049609645221859,1.0,0.05734442836468886,0.34834783635087907,0.0001634517766497462,0.23030667468430546,0.8705743929832067,0.40590856051766205,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
73,Kaiser Chiefs,Ruby,0.24572540186341763,0.0,2007,0.7528089887640449,0.3806146572104019,0.9364474102319669,0.45454545454545453,0.8742958790394307,0.0,0.05065123010130247,0.006875954936818429,4.923857868020305e-06,0.06722790138304269,0.43844261418333513,0.22141853187652488,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1
74,Take That,Rule The World - Radio Edit,0.3361480387771928,0.0,2007,0.651685393258427,0.2695035460992908,0.7616777883698761,0.18181818181818182,0.8048226109299338,1.0,0.019536903039073815,0.03850567552148568,0.0,0.3926638604930847,0.33147930259920844,0.6897409037869948,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,1
75,Eric Prydz,Pjanoo - Radio Edit,0.11971569139907207,0.0,2008,0.7303370786516854,0.5626477541371159,0.8675987713165978,0.6363636363636364,0.7690977369305267,0.0,0.011396526772793054,0.0005571830921264025,0.8243654822335026,0.10883944678292243,0.8534602631297464,0.4373806619285033,"pop, Dance/Electronic",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,8
76,Soulja Boy,Crank That (Soulja Boy),0.29350444299547884,0.0,2007,0.8314606741573034,0.7174940898345153,0.7256646541679906,0.0,0.9059195572685048,1.0,0.10021707670043417,0.5276546423864076,0.0,0.030426939266386052,0.8181623703069848,0.5312002758035429,"hip hop, pop",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,5
77,Alesha Dixon,The Boy Does Nothing,0.2631848383116078,0.0,2008,0.5730337078651685,0.5945626477541371,0.9714013346043852,0.2727272727272727,0.8939124419409034,0.0,0.17691751085383503,0.12395817622641757,7.857868020304568e-05,0.012266987372218882,0.8630869611723179,0.17888113928078925,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
78,Alexandra Burke,Hallelujah,0.28243871683919536,0.0,2009,0.7078651685393258,0.056737588652482254,0.39201355788581715,0.18181818181818182,0.7067397964225713,0.0,0.010672937771345882,0.6700754768946274,0.0,0.20865904990980158,0.060006417798695054,0.8125066298928609,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
79,Coldplay,Viva La Vida,0.34857710981662204,0.0,2008,0.898876404494382,0.4219858156028369,0.595381845143523,0.45454545454545453,0.6620713509240043,0.0,0.0099493487698987,0.09772815202922025,3.2791878172588834e-06,0.1052315093205051,0.4052839875922558,0.5171051235812029,"rock, pop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2222222222222222,1
80,Kanye West,Good Life,0.2532696027978208,1.0,2007,0.5056179775280899,0.36643026004728135,0.7976909225717616,0.09090909090909091,0.6736337582765095,1.0,0.5839363241678727,0.0031053889584713146,0.0,0.50210463018641,0.4801583057011445,0.1521096319083484,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
81,Gavin DeGraw,In Love With a Girl,0.25057524532124825,0.0,2008,0.5730337078651685,0.36524822695035464,0.9014934858595488,0.2727272727272727,0.776460124518233,1.0,0.03726483357452967,0.01955038459772979,0.0,0.4227300060132291,0.6908760295218741,0.6754932640288533,"pop, Folk/Acoustic",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
82,John Legend,Green Light (feat. André 3000),0.46123627898455055,0.0,2008,0.6179775280898876,0.58274231678487,0.8760724499523356,0.8181818181818182,0.7374246467042198,0.0,0.17329956584659914,0.09342478868436757,0.0,0.2339146121467228,0.7743074125574928,0.11593693645910684,"pop, R&B",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
83,Fergie,Clumsy,0.34333119580973526,0.0,2006,0.651685393258427,0.7115839243498818,0.5381845143522932,0.18181818181818182,0.8137167704318609,1.0,0.1950072358900145,0.19568089864062901,0.00042639593908629444,0.33012627781118453,0.4427211466467002,0.8220404158268801,"pop, R&B",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,1
84,T-Pain,Can't Believe It (feat. Lil' Wayne),0.4333227355272588,0.0,2008,0.0,0.6134751773049646,0.48840165236733396,0.9090909090909091,0.5754027077774484,0.0,0.04667149059334299,0.0018143799550155084,0.0,0.06698737221888154,0.04011124184404749,0.19763047629150315,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1111111111111111,3
85,Beyoncé,Sweet Dreams,0.25614178786784714,0.0,2008,0.5393258426966292,0.6678486997635933,0.8156974896727042,0.09090909090909091,0.7178574957999801,1.0,0.15882778581765558,0.09168295114002242,1.888324873096447e-05,0.048466626578472644,0.8021178735693658,0.4105892648774796,"pop, R&B",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
86,Lady Gaga,Bad Romance,0.48922257009370973,1.0,2009,0.898876404494382,0.6702127659574467,0.9173816333015571,0.0,0.8280956616266429,1.0,0.02369753979739508,0.0031976038872895862,5.319796954314721e-05,0.07540589296452195,0.722965022997112,0.39104434072345395,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
87,Dizzee Rascal,Bonkers,0.17398274533472002,0.0,2011,0.42696629213483145,0.5851063829787234,0.9766973837517212,1.0,0.8486016404783081,0.0,0.3560057887120116,0.006281680951100678,0.0,0.2784125075165364,0.750775484008985,0.43828895725045086,"hip hop, pop, Dance/Electronic",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8888888888888888,5
88,Rihanna,Russian Roulette,0.30859284486428523,1.0,2009,0.7191011235955056,0.4148936170212766,0.4566253574833174,0.5454545454545454,0.7293210791580196,0.0,0.038892908827785816,0.04711240221119104,0.0,0.10282621767889355,0.2426997539843834,0.13281001379017718,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,3
89,Jay Sean,Down,0.2670269920732003,0.0,2009,0.033707865168539325,0.624113475177305,0.6780002118419659,0.18181818181818182,0.791629607668742,1.0,0.016099855282199708,0.011046118940044723,0.0,0.07300060132291039,0.6898063964060328,0.039633499522647726,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,3
90,Eminem,Crack A Bottle,0.4971628415771691,1.0,2009,0.7865168539325843,0.45744680851063835,0.8675987713165978,0.8181818181818182,0.8865994663504297,1.0,0.2945007235890015,0.08850665914739307,0.0,0.18220084185207455,0.3774735265803829,0.7262517237721439,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0
91,Sean Kingston,Fire Burning,0.34214567852004335,0.0,2009,0.797752808988764,0.8392434988179669,0.7934540832538927,0.09090909090909091,0.8894653621899397,1.0,0.01754703328509407,0.01965284562975009,0.0,0.37221888153938665,0.9090811851534923,0.4173782751670733,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2222222222222222,3
92,JLS,Everybody in Love,0.22251620656022159,0.0,2013,0.43820224719101125,0.6808510638297872,0.771210676835081,0.45454545454545453,0.7185986757584741,0.0,0.01718523878437048,0.07201043299212444,0.0,0.407095610342754,0.6609263022783186,0.5304113185530921,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
93,Jason Aldean,Big Green Tractor,0.24572540186341763,0.0,2009,0.5617977528089888,0.5756501182033097,0.5731384387247114,0.36363636363636365,0.7648483051684949,1.0,0.010311143270622289,0.6700754768946274,0.0,0.23631990378833434,0.5796341854743823,0.5108862840776492,country,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
94,The Fray,You Found Me,0.3471760439288043,0.0,2009,0.8202247191011236,0.24704491725768324,0.7923948734244255,0.7272727272727273,0.7462199822116811,0.0,0.032742402315484816,0.019140540469648585,0.0,0.137702946482261,0.38710022462295435,0.6097843958841624,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,1
95,Lady Gaga,Bad Romance,0.48922257009370973,1.0,2009,0.898876404494382,0.6702127659574467,0.9173816333015571,0.0,0.8280956616266429,1.0,0.02369753979739508,0.0031976038872895862,5.319796954314721e-05,0.07540589296452195,0.722965022997112,0.39104434072345395,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
96,Stromae,Alors on danse - Radio Edit,0.25075307291470206,0.0,2010,0.8651685393258427,0.7825059101654847,0.566783179747908,0.09090909090909091,0.5587508647099516,0.0,0.10148335745296672,0.10182659331003234,0.0020609137055837565,0.052315093205051115,0.722965022997112,0.3973427389413387,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
97,David Guetta,Memories (feat. Kid Cudi),0.2636509621550549,0.0,2010,0.8539325842696629,0.49290780141843976,0.912085584154221,0.7272727272727273,0.8193497381164148,1.0,0.4193198263386397,0.0014557663429444515,4.406091370558376e-06,0.2760072158749248,0.36035939672692263,0.4638538241222022,"hip hop, pop, Dance/Electronic",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,5
98,Rihanna,Te Amo,0.25711175655941326,1.0,2009,0.7528089887640449,0.5177304964539007,0.6907107297955725,0.7272727272727273,0.744095266330665,0.0,0.10600578871201158,0.5542945107116862,0.0001786802030456853,0.09440769693325317,0.7625414482832389,0.7418717513524982,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,3
99,Edward Maya,Stereo Love - Radio Edit,0.19284324767072797,0.0,2010,0.7415730337078652,0.7919621749408984,0.771210676835081,0.09090909090909091,0.8211285700168001,0.0,0.016280752532561508,0.03543184456087661,0.018883248730964464,0.06518340348767289,0.5860519841694298,0.44434867932534206,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
100,Edward Maya,Stereo Love - Radio Edit,0.19284324767072797,0.0,2010,0.7415730337078652,0.7919621749408984,0.771210676835081,0.09090909090909091,0.8211285700168001,0.0,0.016280752532561508,0.03543184456087661,0.018883248730964464,0.06518340348767289,0.5860519841694298,0.44434867932534206,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
101,Lady Gaga,Alejandro,0.4343654518706924,0.0,2009,0.7528089887640449,0.5839243498817968,0.7818027751297533,1.0,0.6860361695819746,0.0,0.04160636758321274,0.0003870977789727011,0.0015228426395939086,0.4251352976548406,0.34431489998930365,0.25842659382624383,pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,1
102,Jay Sean,Down,0.2670269920732003,0.0,2009,0.033707865168539325,0.624113475177305,0.6780002118419659,0.18181818181818182,0.791629607668742,1.0,0.016099855282199708,0.011046118940044723,0.0,0.07300060132291039,0.6898063964060328,0.039633499522647726,"hip hop, pop, R&B",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,3
103,Ludacris,How Low,0.23868235141965696,1.0,2010,0.7078651685393258,0.7754137115839244,0.469335875436924,0.09090909090909091,0.6688902065421484,1.0,0.054450072358900155,0.0025213610759555927,1.2487309644670051e-06,0.24353577871316898,0.4063536207080971,0.5565198366394399,"hip hop, pop",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0
104,The Saturdays,Higher,0.2549212439309598,0.0,2010,0.6853932584269663,0.6028368794326241,0.8548882533629912,0.9090909090909091,0.8509734163454887,1.0,0.0197178002894356,0.050186233171800106,6.913705583756345e-06,0.2916416115453999,0.5967483153278426,0.37785085393020046,"pop, Dance/Electronic",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
105,Scouting For Girls,This Ain't a Love Song,0.2631848383116078,0.0,2017,0.5842696629213483,0.3888888888888889,0.9004342760300816,0.0,0.8082320387390058,1.0,0.039616497829233,0.00042193452985960384,0.0,0.4287432351172579,0.5507540913466682,0.7733637424419222,"pop, rock",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,1
